task,split,hf_subset,GritLM/GritLM-7B(13f00a0e36500c80ce12870ea513846a066004af),intfloat/multilingual-e5-base(d13f1b27baf31030b7fd040960d60d909913633f),intfloat/multilingual-e5-large(4dc6d853a804b9c8886ede6dda8a073b7dc08a81),intfloat/multilingual-e5-large-instruct(baa7be480a7de1539afce709c8f13f833a510e0a),intfloat/multilingual-e5-small(e4ce9877abf3edfe10b0d82785e83bdcb973e22e),sentence-transformers/LaBSE(e34fab64a3011d2176c99545a93d5cbddc9a91b7),sentence-transformers/all-MiniLM-L12-v2(a05860a77cef7b37e0048a7864658139bc18a854),sentence-transformers/all-MiniLM-L12-v2(no_revision_available),sentence-transformers/all-MiniLM-L6-v2(8b3219a92973c328a8e22fadcfa821b5dc75636a),sentence-transformers/all-mpnet-base-v2(84f2bcc00d77236f9e89c8a360a00fb1139bf47d),sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2(bf3bf13ab40c3157080a7ab344c831b9ad18b5eb),sentence-transformers/paraphrase-multilingual-mpnet-base-v2(79f2382ceacceacdf38563d7c5d16b9ff8d725d6)
IndicGenBenchFloresBitextMining,test,eng-mwr,86.5,,,,97.5,,,,2.5,3.1,,
IndicGenBenchFloresBitextMining,test,eng-nep,88.2,,,,99.1,,,,3.1,3.5,,
IndicGenBenchFloresBitextMining,test,eng-ory,36.7,,,,99.5,,,,3.7,3.4,,
IndicGenBenchFloresBitextMining,test,eng-pan,50.8,,,,99.5,,,,3.3,3.2,,
IndicGenBenchFloresBitextMining,test,eng-pus,55.4,,,,98.0,,,,5.7,6.7,,
IndicGenBenchFloresBitextMining,test,eng-raj,84.5,,,,97.3,,,,2.7,2.9,,
IndicGenBenchFloresBitextMining,test,eng-san,85.1,,,,95.3,,,,2.8,3.2,,
IndicGenBenchFloresBitextMining,test,eng-sat,0.6,,,,0.8,,,,0.3,0.4,,
IndicGenBenchFloresBitextMining,test,eng-tam,61.3,,,,99.6,,,,2.1,3.1,,
IndicGenBenchFloresBitextMining,test,eng-tel,60.8,,,,99.5,,,,5.8,5.0,,
IndicGenBenchFloresBitextMining,test,eng-urd,85.7,,,,99.1,,,,1.3,2.2,,
IndicGenBenchFloresBitextMining,test,gbm-eng,90.9,,,,95.7,,,,0.5,1.9,,
IndicGenBenchFloresBitextMining,test,gom-eng,68.7,,,,80.7,,,,0.8,3.4,,
IndicGenBenchFloresBitextMining,test,guj-eng,56.2,,,,98.8,,,,2.7,2.3,,
IndicGenBenchFloresBitextMining,test,hin-eng,97.7,,,,99.7,,,,0.5,1.5,,
IndicGenBenchFloresBitextMining,test,hne-eng,88.4,,,,98.3,,,,0.3,1.0,,
IndicGenBenchFloresBitextMining,test,kan-eng,68.0,,,,98.7,,,,3.5,2.7,,
IndicGenBenchFloresBitextMining,test,mai-eng,91.4,,,,99.3,,,,0.8,2.8,,
IndicGenBenchFloresBitextMining,test,mal-eng,40.6,,,,99.5,,,,3.0,2.2,,
IndicGenBenchFloresBitextMining,test,mar-eng,86.4,,,,98.8,,,,0.1,1.5,,
IndicGenBenchFloresBitextMining,test,mni-eng,31.4,,,,35.7,,,,0.8,2.7,,
IndicGenBenchFloresBitextMining,test,mup-eng,91.4,,,,97.8,,,,0.4,1.2,,
IndicGenBenchFloresBitextMining,test,mwr-eng,91.5,,,,96.6,,,,0.5,1.8,,
IndicGenBenchFloresBitextMining,test,nep-eng,92.0,,,,98.7,,,,1.3,3.0,,
IndicGenBenchFloresBitextMining,test,ory-eng,32.0,,,,98.8,,,,3.7,3.1,,
IndicGenBenchFloresBitextMining,test,pan-eng,42.0,,,,98.4,,,,3.8,3.2,,
IndicGenBenchFloresBitextMining,test,pus-eng,60.4,,,,93.9,,,,7.1,8.9,,
IndicGenBenchFloresBitextMining,test,raj-eng,88.3,,,,94.6,,,,0.5,1.9,,
IndicGenBenchFloresBitextMining,test,san-eng,85.0,,,,89.8,,,,1.9,4.1,,
IndicGenBenchFloresBitextMining,test,sat-eng,1.0,,,,1.7,,,,1.3,1.2,,
IndicGenBenchFloresBitextMining,test,tam-eng,58.8,,,,98.8,,,,2.1,2.9,,
IndicGenBenchFloresBitextMining,test,tel-eng,62.3,,,,99.1,,,,7.9,6.9,,
IndicGenBenchFloresBitextMining,test,urd-eng,93.1,,,,98.9,,,,0.3,2.0,,
IndicGenBenchFloresBitextMining,validation,asm-eng,66.6,,,,95.3,,,,0.8,1.8,,
IndicGenBenchFloresBitextMining,validation,awa-eng,91.9,,,,98.6,,,,0.1,1.1,,
IndicGenBenchFloresBitextMining,validation,ben-eng,93.3,,,,99.3,,,,1.0,1.1,,
IndicGenBenchFloresBitextMining,validation,bgc-eng,91.3,,,,95.6,,,,0.8,1.0,,
IndicGenBenchFloresBitextMining,validation,bho-eng,88.0,,,,96.2,,,,1.5,2.6,,
IndicGenBenchFloresBitextMining,validation,bod-eng,8.3,,,,4.9,,,,1.3,0.7,,
IndicGenBenchFloresBitextMining,validation,boy-eng,26.9,,,,19.6,,,,0.4,1.7,,
IndicGenBenchFloresBitextMining,validation,eng-asm,66.1,,,,98.0,,,,1.2,2.3,,
IndicGenBenchFloresBitextMining,validation,eng-awa,87.9,,,,98.8,,,,1.9,2.6,,
IndicGenBenchFloresBitextMining,validation,eng-ben,86.2,,,,99.7,,,,1.1,1.8,,
IndicGenBenchFloresBitextMining,validation,eng-bgc,86.7,,,,98.5,,,,1.8,2.5,,
IndicGenBenchFloresBitextMining,validation,eng-bho,81.9,,,,97.4,,,,2.2,3.6,,
IndicGenBenchFloresBitextMining,validation,eng-bod,14.7,,,,11.0,,,,0.7,1.2,,
IndicGenBenchFloresBitextMining,validation,eng-boy,27.5,,,,30.8,,,,1.8,2.6,,
IndicGenBenchFloresBitextMining,validation,eng-gbm,83.4,,,,97.6,,,,2.1,2.7,,
IndicGenBenchFloresBitextMining,validation,eng-gom,62.6,,,,87.0,,,,2.4,4.0,,
IndicGenBenchFloresBitextMining,validation,eng-guj,60.4,,,,99.6,,,,2.5,1.8,,
IndicGenBenchFloresBitextMining,validation,eng-hin,92.6,,,,100.0,,,,1.8,2.8,,
IndicGenBenchFloresBitextMining,validation,eng-hne,82.0,,,,99.0,,,,1.5,2.0,,
IndicGenBenchFloresBitextMining,validation,eng-kan,65.9,,,,99.6,,,,3.0,2.9,,
IndicGenBenchFloresBitextMining,validation,eng-mai,84.7,,,,98.9,,,,2.2,3.4,,
IndicGenBenchFloresBitextMining,validation,eng-mal,47.9,,,,99.5,,,,3.3,3.0,,
IndicGenBenchFloresBitextMining,validation,eng-mar,80.6,,,,99.3,,,,2.1,2.2,,
IndicGenBenchFloresBitextMining,validation,eng-mni,38.4,,,,52.4,,,,1.2,3.0,,
IndicGenBenchFloresBitextMining,validation,eng-mup,84.8,,,,97.1,,,,1.5,2.4,,
IndicGenBenchFloresBitextMining,validation,eng-mwr,83.9,,,,97.2,,,,1.8,3.0,,
IndicGenBenchFloresBitextMining,validation,eng-nep,85.8,,,,99.2,,,,3.0,3.2,,
IndicGenBenchFloresBitextMining,validation,eng-ory,38.8,,,,99.5,,,,3.5,3.3,,
IndicGenBenchFloresBitextMining,validation,eng-pan,53.7,,,,99.9,,,,3.5,2.1,,
IndicGenBenchFloresBitextMining,validation,eng-pus,55.2,,,,96.0,,,,7.8,9.1,,
IndicGenBenchFloresBitextMining,validation,eng-raj,81.2,,,,97.1,,,,2.0,2.8,,
IndicGenBenchFloresBitextMining,validation,eng-san,77.3,,,,95.1,,,,2.7,2.6,,
IndicGenBenchFloresBitextMining,validation,eng-sat,0.4,,,,0.5,,,,0.2,0.2,,
IndicGenBenchFloresBitextMining,validation,eng-tam,58.3,,,,99.6,,,,3.0,2.6,,
IndicGenBenchFloresBitextMining,validation,eng-tel,62.2,,,,99.6,,,,4.7,4.0,,
IndicGenBenchFloresBitextMining,validation,eng-urd,84.9,,,,99.2,,,,1.7,3.1,,
IndicGenBenchFloresBitextMining,validation,gbm-eng,89.6,,,,95.2,,,,0.5,1.8,,
IndicGenBenchFloresBitextMining,validation,gom-eng,69.3,,,,79.0,,,,1.4,2.3,,
IndicGenBenchFloresBitextMining,validation,guj-eng,58.9,,,,98.5,,,,3.3,2.2,,
IndicGenBenchFloresBitextMining,validation,hin-eng,96.4,,,,99.7,,,,0.6,2.0,,
IndicGenBenchFloresBitextMining,validation,hne-eng,89.0,,,,97.1,,,,0.2,1.0,,
IndicGenBenchFloresBitextMining,validation,kan-eng,69.9,,,,99.2,,,,3.7,2.5,,
IndicGenBenchFloresBitextMining,validation,mai-eng,90.7,,,,98.3,,,,0.6,2.5,,
IndicGenBenchFloresBitextMining,validation,mal-eng,43.3,,,,99.1,,,,3.8,3.3,,
IndicGenBenchFloresBitextMining,validation,mar-eng,87.1,,,,98.8,,,,1.0,1.9,,
IndicGenBenchFloresBitextMining,validation,mni-eng,38.8,,,,36.9,,,,0.8,2.2,,
IndicGenBenchFloresBitextMining,validation,mup-eng,91.0,,,,96.9,,,,0.3,0.9,,
IndicGenBenchFloresBitextMining,validation,mwr-eng,90.5,,,,96.6,,,,0.5,1.3,,
IndicGenBenchFloresBitextMining,validation,nep-eng,92.1,,,,98.7,,,,1.3,3.1,,
IndicGenBenchFloresBitextMining,validation,ory-eng,36.0,,,,98.9,,,,4.2,4.3,,
IndicGenBenchFloresBitextMining,validation,pan-eng,49.7,,,,99.1,,,,3.7,3.0,,
IndicGenBenchFloresBitextMining,validation,pus-eng,61.7,,,,91.6,,,,10.5,13.5,,
IndicGenBenchFloresBitextMining,validation,raj-eng,88.0,,,,95.3,,,,0.8,2.6,,
IndicGenBenchFloresBitextMining,validation,san-eng,82.6,,,,90.6,,,,2.3,4.2,,
IndicGenBenchFloresBitextMining,validation,sat-eng,0.7,,,,0.9,,,,1.1,0.8,,
IndicGenBenchFloresBitextMining,validation,tam-eng,58.2,,,,98.7,,,,3.1,3.2,,
IndicGenBenchFloresBitextMining,validation,tel-eng,62.5,,,,99.1,,,,8.3,6.7,,
IndicGenBenchFloresBitextMining,validation,urd-eng,89.8,,,,99.0,,,,1.1,2.7,,
LinceMTBitextMining,train,eng-eng_hin,38.3,28.8,33.8,48.1,30.3,33.6,21.9,,18.7,19.5,13.5,14.6
NollySentiBitextMining,train,en-ha,13.8,,74.2,,60.7,92.9,,11.8,12.6,8.8,6.8,10.2
NollySentiBitextMining,train,en-ig,13.8,,62.5,,57.4,79.9,,9.4,9.7,7.5,8.5,8.7
NollySentiBitextMining,train,en-pcm,85.4,,89.9,,92.3,92.3,,72.5,68.8,66.6,72.2,66.7
NollySentiBitextMining,train,en-yo,14.5,,43.3,,33.8,57.0,,8.1,9.1,7.1,5.1,8.0
NorwegianCourtsBitextMining,test,default,91.1,,90.5,93.5,86.0,92.6,,91.8,86.5,89.4,82.4,87.3
NusaTranslationBitextMining,train,ind-abs,82.4,80.2,,97.1,86.1,93.7,,,60.3,59.5,60.3,63.0
NusaTranslationBitextMining,train,ind-bew,69.3,66.3,,88.4,68.8,85.3,,,60.4,59.7,37.8,47.9
NusaTranslationBitextMining,train,ind-bhp,62.1,60.6,,81.9,66.7,78.4,,,60.3,62.9,34.2,35.9
NusaTranslationBitextMining,train,ind-btk,55.5,51.4,,72.2,56.6,68.2,,,45.9,47.2,27.8,26.6
NusaTranslationBitextMining,train,ind-jav,68.4,71.1,,91.8,76.1,92.6,,,48.3,49.9,30.9,38.4
NusaTranslationBitextMining,train,ind-mad,53.5,50.0,,74.7,53.4,68.3,,,40.6,43.8,22.5,21.5
NusaTranslationBitextMining,train,ind-mak,39.3,38.9,,63.0,42.0,52.5,,,30.6,35.0,16.6,16.0
NusaTranslationBitextMining,train,ind-min,74.7,72.9,,92.3,79.8,86.8,,,71.6,72.5,44.4,47.8
NusaTranslationBitextMining,train,ind-mui,92.4,82.0,,97.8,89.3,96.6,,,86.7,86.7,73.1,81.9
NusaTranslationBitextMining,train,ind-rej,60.4,51.6,,85.0,54.4,75.4,,,52.5,56.4,34.9,38.3
NusaTranslationBitextMining,train,ind-sun,68.6,73.7,,93.5,77.0,94.9,,,51.7,54.0,28.8,38.9
NusaXBitextMining,train,eng-ace,57.9,69.2,,87.1,56.1,70.9,19.5,,16.8,19.2,22.0,22.9
NusaXBitextMining,train,eng-ban,63.5,71.6,,89.7,61.5,82.8,20.0,,19.7,18.4,31.2,34.3
NusaXBitextMining,train,eng-bbc,45.6,40.2,,62.7,41.9,57.4,21.7,,19.1,18.1,20.7,21.1
NusaXBitextMining,train,eng-bjn,73.3,83.7,,96.6,71.5,89.3,21.2,,18.2,19.0,40.5,50.7
NusaXBitextMining,train,eng-bug,35.3,44.3,,65.4,37.3,44.1,18.4,,15.8,15.1,15.1,12.4
NusaXBitextMining,train,eng-ind,97.4,89.9,,97.9,93.4,97.6,24.5,,23.1,20.9,89.7,95.6
NusaXBitextMining,train,eng-jav,71.9,85.5,,96.3,75.1,97.6,22.8,,20.4,18.0,26.9,43.0
NusaXBitextMining,train,eng-mad,49.3,45.4,,72.8,40.8,59.4,18.6,,15.1,15.9,19.7,20.2
NusaXBitextMining,train,eng-min,76.5,79.9,,95.5,72.6,89.7,23.5,,23.5,21.7,43.9,52.0
NusaXBitextMining,train,eng-nij,55.5,56.2,,77.1,53.2,71.2,19.0,,17.1,16.7,35.4,35.3
NusaXBitextMining,train,eng-sun,63.8,82.1,,94.1,71.3,96.8,22.2,,19.0,18.8,26.1,36.0
PhincBitextMining,train,eng-eng_hin,85.2,57.4,65.6,,57.6,69.7,48.1,,41.3,46.7,34.0,40.0
RomaTalesBitextMining,test,rom-hun,12.4,3.4,2.9,20.2,7.4,19.4,2.4,,4.4,4.8,2.1,1.4
SRNCorpusBitextMining,test,nld_Latn-srn_Latn,40.5,29.1,23.0,54.7,31.7,25.9,7.5,,4.3,2.5,11.1,10.2
SRNCorpusBitextMining,test,srn_Latn-nld_Latn,32.9,17.8,12.1,42.7,18.9,28.0,4.1,,4.4,2.8,7.8,6.1
Tatoeba,test,afr-eng,79.2,87.0,90.2,95.1,85.2,96.2,,,5.9,6.1,58.2,73.0
Tatoeba,test,amh-eng,6.2,74.9,80.7,86.3,74.1,91.5,,,0.2,0.0,36.2,53.5
Tatoeba,test,ang-eng,76.8,29.9,40.2,73.0,30.3,59.3,,,15.6,9.8,10.2,16.7
Tatoeba,test,ara-eng,76.8,82.9,85.5,91.4,76.1,88.8,,,0.0,0.1,87.9,90.2
Tatoeba,test,arq-eng,30.5,26.6,41.6,62.1,23.6,42.7,,,0.1,0.3,18.6,19.8
Tatoeba,test,arz-eng,53.0,66.8,74.7,81.6,53.4,76.0,,,0.0,0.0,51.3,55.7
Tatoeba,test,ast-eng,79.1,74.4,81.8,89.8,62.8,90.7,,,6.8,9.8,62.2,70.1
Tatoeba,test,awa-eng,44.3,68.4,72.3,91.4,74.5,71.7,,,0.5,0.4,33.4,42.8
Tatoeba,test,aze-eng,64.1,84.7,87.6,93.9,80.8,94.9,,,1.0,1.5,62.1,76.4
Tatoeba,test,bel-eng,76.2,86.7,91.1,95.6,80.9,95.0,,,0.5,0.7,67.7,79.9
Tatoeba,test,ben-eng,61.3,81.0,83.0,89.4,81.4,88.6,,,0.0,0.0,36.5,64.9
Tatoeba,test,ber-eng,6.2,23.6,38.9,54.6,18.2,8.4,,,4.7,4.6,4.4,4.9
Tatoeba,test,bos-eng,87.3,88.9,92.9,95.9,81.1,94.9,,,5.6,4.6,93.3,94.0
Tatoeba,test,bre-eng,12.6,5.4,11.1,31.5,7.1,15.1,,,3.2,3.7,5.6,6.4
Tatoeba,test,bul-eng,90.4,88.9,92.9,94.3,85.5,94.6,,,0.2,0.3,92.6,93.5
Tatoeba,test,cat-eng,90.7,84.1,91.0,94.8,79.3,95.4,,,6.9,9.4,94.4,96.0
Tatoeba,test,cbk-eng,67.6,60.7,69.3,83.4,55.4,79.4,,,7.0,9.3,55.4,58.7
Tatoeba,test,ceb-eng,33.5,45.5,55.3,70.2,42.4,64.4,,,3.4,4.4,8.1,7.4
Tatoeba,test,ces-eng,92.0,88.7,94.9,96.6,81.0,96.7,,,3.0,3.6,95.1,95.7
Tatoeba,test,cha-eng,34.7,16.9,27.2,51.0,24.9,31.8,,,13.3,12.2,16.0,12.6
Tatoeba,test,cmn-eng,94.1,93.3,95.3,96.4,89.8,95.1,,,1.9,2.2,94.9,95.8
Tatoeba,test,cor-eng,7.0,4.4,6.3,11.1,5.2,10.1,,,2.4,2.4,3.4,3.5
Tatoeba,test,csb-eng,50.1,24.3,37.0,65.6,26.2,52.6,,,3.8,4.2,21.6,23.7
Tatoeba,test,cym-eng,50.0,65.7,76.2,89.6,62.3,92.0,,,6.1,4.9,13.2,22.3
Tatoeba,test,dan-eng,92.0,91.2,95.1,95.5,86.4,95.7,,,7.8,10.0,94.8,96.2
Tatoeba,test,deu-eng,98.0,97.1,99.1,99.3,97.2,99.2,,,7.9,11.5,97.0,97.7
Tatoeba,test,dsb-eng,51.7,34.4,48.4,71.4,29.9,64.8,,,2.9,3.0,33.4,36.9
Tatoeba,test,dtp-eng,8.4,5.1,7.0,14.1,6.4,10.9,,,1.9,3.5,5.7,5.0
Tatoeba,test,ell-eng,80.1,90.0,93.9,95.2,86.8,95.4,,,0.1,0.0,95.4,94.9
Tatoeba,test,epo-eng,76.9,92.1,96.0,98.5,89.0,98.2,,,5.5,7.1,41.7,55.1
Tatoeba,test,est-eng,46.7,70.6,85.0,87.9,56.5,96.6,,,2.4,2.3,97.3,98.4
Tatoeba,test,eus-eng,31.9,56.3,77.8,84.4,50.9,95.0,,,5.5,3.9,23.2,31.3
Tatoeba,test,fao-eng,62.0,64.7,72.6,86.8,56.6,87.4,,,5.3,7.1,27.5,38.2
Tatoeba,test,fin-eng,85.8,86.1,95.4,96.8,70.2,96.4,,,2.8,3.8,93.1,95.9
Tatoeba,test,fra-eng,92.5,92.8,93.4,94.9,90.5,94.9,,,8.2,16.9,91.7,93.1
Tatoeba,test,fry-eng,61.2,50.8,63.4,82.7,49.0,89.3,,,11.2,12.4,31.1,43.5
Tatoeba,test,gla-eng,40.8,43.1,59.0,77.0,36.0,85.7,,,2.7,2.0,3.6,4.7
Tatoeba,test,gle-eng,48.1,58.6,71.5,84.9,56.3,93.8,,,2.7,2.2,11.6,16.8
Tatoeba,test,glg-eng,86.7,82.7,93.3,96.3,79.7,96.8,,,9.3,12.0,94.0,95.3
Tatoeba,test,gsw-eng,53.3,43.5,51.7,60.0,40.1,46.5,,,11.3,10.7,25.7,25.1
Tatoeba,test,heb-eng,61.7,74.3,86.6,91.6,73.7,91.5,,,0.2,0.3,86.9,88.3
Tatoeba,test,hin-eng,84.2,93.1,94.5,97.5,92.4,96.9,,,0.0,0.0,97.6,97.8
Tatoeba,test,hrv-eng,91.0,92.5,96.2,96.8,84.4,97.0,,,3.8,3.8,96.0,97.0
Tatoeba,test,hsb-eng,64.5,40.4,58.9,79.6,36.5,67.1,,,2.6,3.1,36.1,44.3
Tatoeba,test,hun-eng,88.5,84.4,94.0,94.2,74.4,96.6,,,3.6,3.2,91.6,94.2
Tatoeba,test,hye-eng,35.9,85.8,90.9,93.9,83.8,94.1,,,0.4,0.1,93.3,94.4
Tatoeba,test,ido-eng,65.7,74.4,83.5,91.7,70.1,89.4,,,7.5,9.8,40.3,43.9
Tatoeba,test,ile-eng,76.7,72.6,79.2,89.8,70.3,85.6,,,13.5,17.8,57.7,60.4
Tatoeba,test,ina-eng,91.2,86.1,93.5,96.3,86.4,95.4,,,17.6,22.6,79.1,84.3
Tatoeba,test,ind-eng,90.1,90.3,92.9,94.6,88.3,93.7,,,3.9,4.9,92.7,93.5
Tatoeba,test,isl-eng,74.9,76.9,92.1,94.8,62.3,94.8,,,2.4,3.9,24.1,59.2
Tatoeba,test,ita-eng,91.2,90.6,93.3,94.7,88.5,92.7,,,9.9,11.1,93.0,93.8
Tatoeba,test,jav-eng,26.6,61.2,75.5,84.4,53.4,79.8,,,3.4,3.2,17.0,23.4
Tatoeba,test,jpn-eng,91.9,90.3,95.3,96.1,77.4,95.4,,,1.0,1.7,90.4,92.5
Tatoeba,test,kab-eng,2.9,21.8,36.5,56.6,18.1,4.3,,,1.0,1.3,1.2,1.4
Tatoeba,test,kat-eng,38.4,77.8,84.1,92.6,77.6,95.0,,,0.3,0.4,95.4,95.5
Tatoeba,test,kaz-eng,36.3,75.6,79.7,87.5,70.6,87.5,,,0.4,0.5,34.9,61.5
Tatoeba,test,khm-eng,16.4,47.3,60.0,73.1,44.3,78.4,,,0.4,0.3,32.1,58.8
Tatoeba,test,kor-eng,87.4,83.4,90.6,91.6,73.7,91.0,,,0.5,0.3,92.5,93.1
Tatoeba,test,kur-eng,27.9,53.0,66.8,76.2,40.0,83.6,,,5.2,3.7,46.9,61.4
Tatoeba,test,kzj-eng,9.6,6.3,7.9,14.8,6.6,11.3,,,2.8,3.6,6.2,5.9
Tatoeba,test,lat-eng,80.4,39.6,53.4,73.1,37.8,80.1,,,5.0,5.8,19.5,24.3
Tatoeba,test,lfn-eng,62.2,52.9,62.9,80.4,51.5,67.5,,,4.6,6.1,47.0,49.6
Tatoeba,test,lit-eng,56.4,75.5,88.5,91.6,60.0,96.5,,,0.9,1.0,93.2,95.4
Tatoeba,test,lvs-eng,53.5,76.8,90.1,92.4,61.8,95.9,,,2.6,3.0,97.9,97.5
Tatoeba,test,mal-eng,33.8,96.7,97.7,99.0,94.8,98.4,,,0.1,0.1,32.2,88.5
Tatoeba,test,mar-eng,51.5,86.6,88.6,92.7,85.9,92.6,,,0.0,0.1,92.4,93.8
Tatoeba,test,max-eng,51.9,52.4,63.4,73.8,48.3,63.3,,,6.9,6.5,45.2,48.8
Tatoeba,test,mhr-eng,10.8,5.5,6.8,16.6,5.6,15.7,,,0.0,0.2,6.9,7.6
Tatoeba,test,mkd-eng,73.8,73.8,85.6,92.2,63.7,93.6,,,0.0,0.0,91.0,93.0
Tatoeba,test,mon-eng,27.4,78.4,87.5,95.5,77.7,95.9,,,0.4,0.8,95.0,96.1
Tatoeba,test,nds-eng,64.5,53.9,69.3,86.2,52.5,79.4,,,9.6,11.0,32.2,38.9
Tatoeba,test,nld-eng,95.0,93.2,96.6,97.0,91.9,96.1,,,10.2,9.3,94.6,95.5
Tatoeba,test,nno-eng,80.9,82.7,91.4,94.0,70.3,94.5,,,5.4,5.7,76.3,81.4
Tatoeba,test,nob-eng,93.5,95.9,97.2,98.1,90.2,98.4,,,4.3,4.4,97.7,98.5
Tatoeba,test,nov-eng,64.8,67.0,71.6,84.1,64.2,74.4,,,14.0,16.6,48.0,50.2
Tatoeba,test,oci-eng,58.1,35.8,54.9,71.3,38.3,65.8,,,6.6,8.6,38.6,43.5
Tatoeba,test,orv-eng,45.9,16.0,39.9,58.0,14.9,38.9,,,0.0,0.0,15.1,23.8
Tatoeba,test,pam-eng,12.1,6.9,9.3,19.0,5.8,10.7,,,3.5,4.3,5.4,5.4
Tatoeba,test,pes-eng,79.0,87.2,92.1,94.6,85.5,94.7,,,0.0,0.2,92.6,93.5
Tatoeba,test,pms-eng,50.4,44.6,59.9,77.3,35.5,64.6,,,7.6,7.6,30.7,34.2
Tatoeba,test,pol-eng,95.6,94.6,96.6,97.3,88.9,97.2,,,2.6,4.1,94.3,97.0
Tatoeba,test,por-eng,93.4,92.7,93.6,94.9,89.6,94.1,,,8.3,10.5,92.1,93.0
Tatoeba,test,ron-eng,90.3,91.3,94.9,97.2,85.7,96.9,,,6.8,7.3,95.3,96.4
Tatoeba,test,rus-eng,91.8,91.8,92.3,93.7,89.8,93.8,,,0.1,0.1,91.9,92.9
Tatoeba,test,slk-eng,85.0,86.4,93.1,95.1,79.9,96.5,,,3.3,3.4,95.2,96.6
Tatoeba,test,slv-eng,82.7,81.9,89.6,91.4,73.9,96.0,,,3.2,3.7,96.9,97.1
Tatoeba,test,spa-eng,96.8,97.0,97.1,98.6,93.0,98.4,,,5.6,10.1,95.4,97.0
Tatoeba,test,sqi-eng,54.4,90.1,94.7,96.5,86.2,96.8,,,3.6,3.5,98.2,98.6
Tatoeba,test,srp-eng,88.4,89.1,93.1,94.5,83.1,94.4,,,1.3,1.9,92.2,94.1
Tatoeba,test,swe-eng,90.4,91.3,95.3,95.5,87.5,95.6,,,6.1,6.5,94.4,95.4
Tatoeba,test,swg-eng,52.1,42.3,55.6,77.7,44.0,59.4,,,8.9,7.9,26.3,22.8
Tatoeba,test,swh-eng,46.1,66.8,71.6,81.5,65.4,84.5,,,5.8,6.0,14.5,16.0
Tatoeba,test,tam-eng,46.3,85.1,88.2,90.3,82.8,89.0,,,0.3,0.7,24.6,73.6
Tatoeba,test,tat-eng,24.5,66.9,73.5,84.3,66.8,85.9,,,0.4,0.2,10.2,10.9
Tatoeba,test,tel-eng,24.3,88.5,91.3,96.1,86.8,97.9,,,0.5,0.7,36.4,79.7
Tatoeba,test,tgl-eng,83.2,83.8,92.0,95.7,77.5,96.0,,,2.7,4.1,13.1,17.7
Tatoeba,test,tha-eng,81.3,94.2,95.4,96.8,90.9,96.1,,,0.3,0.0,96.7,96.0
Tatoeba,test,tuk-eng,30.5,19.7,33.2,47.5,17.0,75.3,,,3.5,2.2,15.2,14.9
Tatoeba,test,tur-eng,86.6,92.5,96.3,98.3,88.4,98.0,,,3.6,3.2,95.1,96.2
Tatoeba,test,tzl-eng,42.9,34.4,53.2,59.9,34.8,58.9,,,4.6,3.6,25.5,34.2
Tatoeba,test,uig-eng,22.6,63.0,72.2,86.8,60.6,92.4,,,0.2,0.3,24.4,48.4
Tatoeba,test,ukr-eng,90.2,88.3,93.3,94.5,83.0,94.0,,,0.3,0.5,92.8,92.7
Tatoeba,test,urd-eng,68.0,86.2,89.2,93.4,85.1,93.2,,,0.1,0.0,94.6,95.1
Tatoeba,test,uzb-eng,41.7,62.6,72.4,80.5,59.1,84.2,,,2.3,2.0,17.1,23.2
Tatoeba,test,vie-eng,91.3,94.6,97.0,97.2,89.0,97.2,,,3.1,5.0,95.1,97.2
Tatoeba,test,war-eng,27.7,47.2,62.0,74.6,39.1,60.3,,,4.9,5.1,7.3,7.4
Tatoeba,test,wuu-eng,80.3,78.7,86.4,92.3,67.3,90.2,,,0.6,0.9,76.0,78.3
Tatoeba,test,xho-eng,28.4,73.2,80.9,89.7,63.2,91.5,,,4.0,3.3,4.5,6.5
Tatoeba,test,yid-eng,17.1,63.2,76.3,89.9,65.9,88.8,,,0.1,0.1,14.4,30.7
Tatoeba,test,yue-eng,79.5,80.7,88.7,93.1,69.3,89.6,,,0.9,1.2,71.4,77.6
Tatoeba,test,zsm-eng,90.1,92.5,94.5,96.4,91.4,95.6,,,4.2,4.8,95.3,95.8
TbilisiCityHallBitextMining,test,eng_Latn-kat_Geor,54.4,,,93.1,83.6,92.8,0.7,,0.4,1.1,36.4,53.0
TbilisiCityHallBitextMining,test,kat_Geor-eng_Latn,58.9,,,92.7,67.9,90.7,1.9,,1.2,0.7,36.0,58.2
VieMedEVBitextMining,test,default,67.3,84.3,,98.7,72.3,97.3,6.4,,3.4,4.1,75.9,82.4
